language,english_updates,estimand,seed,estimate
german,50,other_language_donor,92,0.0128092989453659
german,50,other_language_donor,93,-0.005084233122919
german,50,other_language_donor,94,0.0217248302906737
german,50,other_language_donor,95,0.0015772254262404
german,50,other_language_donor,96,0.0222589124225071
german,50,other_language_donor,97,0.0413130436926595
german,50,other_language_donor,98,0.019814207308369
german,50,other_language_donor,99,0.0125168205571758
german,50,other_language_donor,100,0.0227843647641741
german,50,other_language_donor,101,0.0259012068487794
german,100,co_trained_rows,90,0.150364407760848
german,100,co_trained_rows,91,0.144108616358089
german,100,co_trained_rows,92,0.135936452248686
german,100,co_trained_rows,93,0.174816112208567
german,100,co_trained_rows,94,0.161302731468204
german,100,co_trained_rows,95,0.144639183720382
german,100,co_trained_rows,96,0.161444264097487
german,100,co_trained_rows,97,0.169051930868979
german,100,co_trained_rows,98,0.15595007241383
german,100,co_trained_rows,99,0.154619360002817
german,100,co_trained_rows,100,0.137354596380372
german,100,co_trained_rows,101,0.177038401762121
german,100,other_run_same_language_donor,90,0.137210247624508
german,100,other_run_same_language_donor,91,0.125952106966009
german,100,other_run_same_language_donor,92,0.114599925357885
german,100,other_run_same_language_donor,93,0.161413663309886
german,100,other_run_same_language_donor,94,0.140868798782159
german,100,other_run_same_language_donor,95,0.126497831483371
german,100,other_run_same_language_donor,96,0.151150078933114
german,100,other_run_same_language_donor,97,0.151311842089719
german,100,other_run_same_language_donor,98,0.134588103831345
german,100,other_run_same_language_donor,99,0.142324312975116
german,100,other_run_same_language_donor,100,0.133656736629326
german,100,other_run_same_language_donor,101,0.14661122735458
german,100,other_language_donor,90,-0.0130450339262484
german,100,other_language_donor,91,0.0101561157821911
german,100,other_language_donor,92,-0.0117486740751178
german,100,other_language_donor,93,-0.0042233170350058
german,100,other_language_donor,94,0.0151131671112347
german,100,other_language_donor,95,-0.005592975753573
german,100,other_language_donor,96,0.0120477448288535
german,100,other_language_donor,97,0.0037771608374794
german,100,other_language_donor,98,0.0123909557795414
german,100,other_language_donor,99,0.0078896541169185
german,100,other_language_donor,100,0.0032290796042364
german,100,other_language_donor,101,-0.0002834070540897
german,200,co_trained_rows,90,0.12155524940728
german,200,co_trained_rows,91,0.109675780259421
german,200,co_trained_rows,92,0.102117418115001
german,200,co_trained_rows,93,0.132093825446717
german,200,co_trained_rows,94,0.120180824379546
german,200,co_trained_rows,95,0.0837596974564818
german,200,co_trained_rows,96,0.124944131073357
german,200,co_trained_rows,97,0.121356495438876
german,200,co_trained_rows,98,0.112571053648212
german,200,co_trained_rows,99,0.0976101194802842
german,200,co_trained_rows,100,0.129846969547637
german,200,co_trained_rows,101,0.111222231646007
german,200,other_run_same_language_donor,90,0.110700833901003
german,200,other_run_same_language_donor,91,0.104323726912479
german,200,other_run_same_language_donor,92,0.0847059761031019
german,200,other_run_same_language_donor,93,0.12530848407673
german,200,other_run_same_language_donor,94,0.120218315043839
german,200,other_run_same_language_donor,95,0.080663872021408
german,200,other_run_same_language_donor,96,0.106991715099333
german,200,other_run_same_language_donor,97,0.114158186239764
german,200,other_run_same_language_donor,98,0.096945666256046
german,200,other_run_same_language_donor,99,0.0987108476069853
german,200,other_run_same_language_donor,100,0.116358474790347
german,200,other_run_same_language_donor,101,0.102378588429069
german,200,other_language_donor,90,-0.0096617445087944
german,200,other_language_donor,91,-0.0058688668306367
german,200,other_language_donor,92,-0.0011494649155387
german,200,other_language_donor,93,0.0065346693733816
german,200,other_language_donor,94,-0.003653171958183
german,200,other_language_donor,95,-0.0234171351166816
german,200,other_language_donor,96,-0.0060883750127527
german,200,other_language_donor,97,0.0058472890858196
german,200,other_language_donor,98,0.0070541555661841
